Id,text
287,@realDonaldTrump ⁦@JoeBiden⁩ ⁦@ProjectLincoln⁩ ⁦@cnni⁩ ⁦@Lawrence⁩ @FareedZakaria⁩ Voter fraud in the U.S. is betwe… https://t.co/byck0M3Ng4
288,@realDonaldTrump 🤣🤣🤣 https://t.co/5gDmNwPbUn
289,@realDonaldTrump Liar.
290,@realDonaldTrump oof https://t.co/y90Mdr53VR
291,"RT @David_Leavitt: @realDonaldTrump 215,000+ dead Americans, with another 200K+ estimated in the next 6 months. The only red wave you bring…"
292,@realDonaldTrump 🤡🤡🤡🤡🤡🤡
293,@realDonaldTrump Umm I don't think so. https://t.co/9vgjQ0ksQi
294,@realDonaldTrump https://t.co/QxDYLi62rV
295,"@realDonaldTrump Looks like you’ll be leaving America soon.  Where in the world are you welcome??  Russia, Israel,… https://t.co/Hgnb9rzEcs"
296,@realDonaldTrump Hang in there #PresidentTrump we love you and are praying for you.  God is in control.  Only He ca… https://t.co/6SckMBYSLT
297,@realDonaldTrump should hold a rally in the OC - just to piss off @GavinNewsom #vote #VoteRed https://t.co/Ey7JB0xVB4
298,"RT @murray_nyc: @realDonaldTrump @TheBabylonBee So embarrassing! @TheBabylonBee is a satirical website:  ""The Babylon Bee is the world’s be…"
299,@realDonaldTrump  Lou Sr say not support Trump https://t.co/RUokbRp2ZU
300,"@realDonaldTrump Biden’s town hall on ABC averaged 14.1 million viewers, compared to about 13.5 million for Trump’s… https://t.co/314EVAncGD"
301,@realDonaldTrump What a rally in Macon Georgia Mr. President. We drove over 2 hours from north Georgia to see you t… https://t.co/8191MjkC0N
302,@realDonaldTrump Former White House chief of staff tells friends that Trump 'is the most flawed person' he's ever met. @vp @IvankaTrump @nbc
303,@realDonaldTrump @GStephanopoulos Ho hum you are so boring. A comic character doing the same joke over  and over again.
304,@realDonaldTrump Show the Armenian voter that you support them. Stop Azerbaijan and Turkey from killing innocent Ch… https://t.co/xvdWpopPES
305,@realDonaldTrump #BlameTrump  #TrumpIsALoser #TrumpIsNotAmerica https://t.co/S7rt9EBzLy
306,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
307,"@realDonaldTrump Let's talk about all the things you've screwed up.  Rick Gaetz, for instance. Revolutionary War ai… https://t.co/1xj0mEBY1G"
308,@realDonaldTrump @NBCNews https://t.co/PHLWLuyRRU
309,"@realDonaldTrump You spelled ""ramble incessantly in an incoherent jumble of bald-faced lies, alt-right buzzwords, a… https://t.co/m8Y7wiQMAO"
310,@realDonaldTrump #FakeNews
311,@realDonaldTrump You’ve recovered quickly from getting completely cancelled by Savannah Guthrie.   Thanks for keepi… https://t.co/j3uBdUwayU
312,@realDonaldTrump Go get em d.b. cooper.
313,@realDonaldTrump @GStephanopoulos https://t.co/RJ2JD37gyL
314,@realDonaldTrump @TheBabylonBee https://t.co/2ISbEOsO1D
315,@realDonaldTrump Sounds like donnie boy's middle name. #SuperPredatorTrump
316,RT @murray_nyc: @realDonaldTrump @TheBabylonBee Both Trump &amp; his zombie followers are so removed from reality that they don't even know the…
317,RT @scientificrealm: @realDonaldTrump https://t.co/rhizrXUcib
318,"RT @808constituent: @realDonaldTrump @nypost 📣REFORM SECTION 230 📣 Please call your Representative to support #HR8215, The #DontPushMyButto…"
319,"@realDonaldTrump ABC's Biden town hall had higher ratings than NBC's Trump town hall, according to early Nielsen data"
320,"@realDonaldTrump Hello Mr.President Trump: I humbly offer my advice for your campaign, Casually (In rally or on a t… https://t.co/ixGiHhuy1k"
321,@realDonaldTrump @TheBabylonBee https://t.co/ACPePdO5au
322,@realDonaldTrump Lies!
323,RT @EugJHawk: @realDonaldTrump #BLM #DesperateTrumpWillDoAnything #GOPLetHimInfectUs #2MillionDeadPerYearWithTrumpsHerdImmunity #TrumpGenoc…
324,@realDonaldTrump Weekend reading for you...  https://t.co/yG68zNNQnK
325,RT @the_resistor: @realDonaldTrump Have You HEARD the Good News??  The WH &amp; U.S. Senate are TURNING BLUE!   17 Days &amp; You're FIRED!! https:…
326,@realDonaldTrump https://t.co/8VmIeK0Tfm
327,@realDonaldTrump 川普总统，把拜登这个虚伪的家伙打败。加油(ง •̀_•́)ง
328,@realDonaldTrump Always fake news by this lousy president! He wouldnt denounce QAnon on Thursday because he does no… https://t.co/uJQls4jT3q
329,"@realDonaldTrump @TheBabylonBee Mr. President run TV political ads exposing the corrupt, compromised Biden continuously in the Swing States."
330,@realDonaldTrump @DonaldJTrumpJr @seanhannity @ScottAdamsSays @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes… https://t.co/sO9ZlB9vOn
331,"@realDonaldTrump It’s Friday night and still waiting for you to care about Americans, and sign the Executive Order… https://t.co/Ge9Ywq1suV"
332,@realDonaldTrump Vote him Out 🤡👎😣
333,@realDonaldTrump Stop playing the son macho macho man at your rally it’s sang by gay me. (Village people) it’s a ga… https://t.co/tUZan85sKB
334,@realDonaldTrump https://t.co/OhzPKclo1y
335,@realDonaldTrump YOU ARE A SUPER PREDATOR #JustGrabThemByThePussy
336,@realDonaldTrump Look who’s talking about HIGH LIVING while the rest of us live like paupers! https://t.co/WQCSVJFNJK
337,@realDonaldTrump #GrabHerDon is a Super Predator as well as a Super Spreader. Both are disqualifying and disgusting… https://t.co/yXTISzgiNK
338,"@realDonaldTrump @TheBabylonBee And yet, here you are numerous times a day"
339,"@realDonaldTrump Practicing for what you’ll be muttering over and over on the plane to Russia in January, Don?"
340,"@realDonaldTrump By the way, a quick visit to Biden’s website will fact check what you’ve written but your base isn’t interested in facts"
341,@realDonaldTrump https://t.co/8AhEQCclM7
342,@realDonaldTrump SCUD Ballistic Missile attack and indiscriminate killing of civilians by Armenia's Nickol Pashinya… https://t.co/Nd8QFS2mKV
343,@realDonaldTrump @SenatorCollins This is very sad that she is a Republican who won’t support the Team.  Judge Amy B… https://t.co/TaDiLaWSDr
344,@realDonaldTrump went from Crazy Uncle to Grandpa Alzheimer’s in one night. https://t.co/LBdc3QKxTq
345,"RT @ShirlAAdams: @realDonaldTrump EVERYTHING! Our Jobs, Homes, Healthcare, Social Security/Medicare,401Ks, Women's Right to Choose, Marriag…"
346,@realDonaldTrump Vote Biden! Vote Blue!
347,@realDonaldTrump @NBCNews Yeah Biden's ratings were great!
348,@realDonaldTrump #Trump2020LandslideVictory  🇺🇸
349,@realDonaldTrump https://t.co/fqsE9XCR0G
350,"@realDonaldTrump Yes Mr President, a group of Republican Senators are blocking the Stimulus,You know who they… https://t.co/Ja1ClfzJUV"
351,"@realDonaldTrump @NBCNews BIDEN HAD 1MM MORE VIEWERS, THAN TRUMP. NO WONDER HE HASN'T BEEN BRAGGING."
352,RT @ChuckCallesto: @realDonaldTrump Georgia Rep. Doug Collins has filed a resolution calling for the REMOVAL OF HOUSE SPEAKER Nancy Pelosi.…
353,@realDonaldTrump https://t.co/JVzbpckaEM
354,@realDonaldTrump The intelligence of the crowd revealed by the fact that few actually know how to wear the #MAGA ma… https://t.co/8mCSP3YdhP
355,@realDonaldTrump @DonaldJTrumpJr @seanhannity @ScottAdamsSays @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes… https://t.co/320ydVZN52
356,"RT @DebraMessing: @realDonaldTrump  You son of a bitch. This is not a PARTISAN ISSUE. People died. Homes, full communities were razed. And…"
357,@realDonaldTrump is gonna win the November election and he will beat @JoeBiden and his radical group of Neo Marxist.
358,"@realDonaldTrump Joe Biden’s town hall-style forum on Thursday night had 15.1 million viewers, while President Trum… https://t.co/EnorHDqOW9"
359,@realDonaldTrump Donald 🐖...
360,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…
361,@realDonaldTrump @JoeBiden which one of you won't try to fuck with my weed speak up nows your chance #imvoting
362,RT @gimenez_cezar: @realDonaldTrump is time to make biden shut up......Biden is a big time Loser always was and always will be and the enti…
363,@realDonaldTrump I pray for those fools #god #TrumpCovid19 #sad
364,"@realDonaldTrump Another ego rub for pathetic Donald. What will you do when you lose, that ego  implodes and you ar… https://t.co/0BndqXC110"
365,@realDonaldTrump Lies! 😝
366,@realDonaldTrump ✏🇺🇸President 'Donald Trump' &amp; ✏🇺🇸VP 'Mike Pence.' https://t.co/RN5iPAC1KX
367,"@realDonaldTrump RIP Brothers, #EndSars, #EndSwat, #EndPoliceBrutality - Let's get together to fight this Holy Arma… https://t.co/Up6fTKmCCs"
368,@realDonaldTrump While spreading you're covid germs
369,RT @RosanneR429: @realDonaldTrump https://t.co/7HKTc8egBs
370,@realDonaldTrump I live in Florida and this state is ridiculous. High real estate and seniors are struggling to pay… https://t.co/XkciyEsT67
371,@realDonaldTrump I got 3 things to say about this. #45 who regularly claims he is the world's smartest man w/an IQ… https://t.co/YWiTZDng9M
372,@realDonaldTrump 2020  TRUMP！
373,@realDonaldTrump  FAILURE! https://t.co/ZKalwo6O8M
374,@realDonaldTrump @MariaBartiromo @MelissaAFrancis @EmilyCompagno @LisaMarieBoothe @DanaBashCNN @mkraju… https://t.co/ZS28KkMfV8
375,@realDonaldTrump #25thAmendmentNow Your brain stopped working
376,@realDonaldTrump China and Xi owning your ass - why are we having a record trade deficit? Stop lying and actually d… https://t.co/iBm1gKGP9q
377,@realDonaldTrump Watch the Documentary: TOTALLY UNDER CONTROL  You will see how Trump failed America!  He ignored A… https://t.co/ED88v2pMDE
378,@realDonaldTrump Super-Spreader in Chief is working hard to kill as many Americans as possible before he's kicked out of office.
379,"@realDonaldTrump Apparently you're the one with dementia. ""Resident"" Trump."
380,"@realDonaldTrump Please after your 🇺🇸Presidential victory come November 3rd, kindly assist the #EndSARS revolution.… https://t.co/A9Nz4Sp4J2"
381,@realDonaldTrump @sherrisRN Now if she could just hold up that ugly mug before it hits ground
382,"@realDonaldTrump the way I see it, President Obama is was a great POTUS. The way i see it , Trump is a con a liar a… https://t.co/mGVyFO9A1X"
383,@realDonaldTrump 續上..如果美國由弄出打、砸、搶、燒、殺傷美國人的「BLM」暴亂的民主黨和與中國軍方關係密切、危害美國安全的貪腐的民主黨Biden、KamaIa Harris及其既得利益集團把持，並抽重税�
384,@realDonaldTrump send multiple stimulus checks now by executive orders. The American people are tired of being left… https://t.co/9D9SIbN0dV
385,"@realDonaldTrump Joe Biden’s town hall-style forum on Thursday night had 15.1 million viewers, while President Trum… https://t.co/JU7t2taVSp"
386,"@realDonaldTrump After the election, are you going to stop the rioting?  Laws prohibiting Federal Interference are… https://t.co/llIbfpDX5E"
387,@realDonaldTrump BREAKING NEWS: 1500 years old Bible suggests that Jesus was never Crucified  So the Cross in Chris… https://t.co/GP3DN20weg
388,@realDonaldTrump @DonaldJTrumpJr @seanhannity  @IngrahamAngle @MeetThePress @AP @DevinNunes @latimes @nytimes… https://t.co/9wqYit2QvM
389,@realDonaldTrump @NBCNews Great reviews from who? (besides your grifter kids and QAnon)
390,@realDonaldTrump I pray so! No one will recognize our  country if you are not reelected!
391,@realDonaldTrump https://t.co/b3kpqkhfhI
392,@realDonaldTrump Superspreader. Only FFP3-masks protect without social distancing. These masks of the Trump-followe… https://t.co/g0ikQAlP7z
393,"@realDonaldTrump And let’s see... you refuse to release your tax returns, tell us who you owe money to, tell us the… https://t.co/3pLf6dRXJP"
394,@realDonaldTrump What a joke!!!!! Haahaahaa!!
395,@realDonaldTrump any thoughts on the lower viewership rating you got for the town halls? Yet again @JoeBiden wins. Smart people win.
396,"@realDonaldTrump @NBCNews And who won the RATINGS, Don?  Wonder why you're not tweeting about that today.  Tell us,… https://t.co/sDKBpnFesm"
397,RT @jillsyler: @realDonaldTrump @stevenmnuchin1 @MarkMeadows @senatemajldr @SpeakerPelosi This pandemic is NOT over. Millions lost jobs &amp; c…
398,@realDonaldTrump #TrumpKillsFlorida
399,@realDonaldTrump Please stop covid rallies!
400,@realDonaldTrump https://t.co/yJPZlSBDif
401,@realDonaldTrump https://t.co/SEeuDyKPYd
402,@realDonaldTrump 18 days.....Tik Tok Tik Tok....Loser by as many counts the various grand juries will find...you wi… https://t.co/bOtrrhbSiM
403,"RT @LPKingCounty: @realDonaldTrump If you want any of our votes, you'll have to debate @Jorgensen4POTUS for them."
404,"RT @ialhusseini: @realDonaldTrump 💩 Things we lost during your presidency:  1. 220,000 lives 2. 52,000,0000 jobs 3. Our global standing   4…"
405,@realDonaldTrump Watch the Documentary: TOTALLY UNDER CONTROL  You will see how Trump failed America!  He ignored A… https://t.co/Qrom45AWlw
406,@realDonaldTrump Hunter Bidens hard drives with pedo sex tapes and illegal business deals now with the DOJ? https://t.co/lPZ06Hlmyr
407,"@realDonaldTrump Joe Biden’s town hall-style forum on Thursday night had 15.1 million viewers, while President Trum… https://t.co/F7lTohfaXd"
408,"@realDonaldTrump JOE BIDEN HAS BEEN A CROOK HIS ENTIRE CAREER.  HIS SON HUNTER IS FRUIT FROM THE TREE OF OL’ JOE!  ROTTEN FRUIT, THAT IS..."
409,@realDonaldTrump @SenatorCollins FINALLY A SENATOR WITH A BRAIN.
410,@realDonaldTrump You rarely have a clue of anything! Get in line https://t.co/VzJTltd4yW
411,RT @TrumpWarRoom: @realDonaldTrump https://t.co/FXPCtViAT2
412,RT @CSJ680: @realDonaldTrump If only Canada could vote. We see right through the despicable behaviour and total mockery of the presidency t…
413,@realDonaldTrump I think you said this is 2016 and here we are.
414,RT @GoodMorningVlET: @realDonaldTrump 98% of Americans believe Trump is the worst American in modern history.   🤡🦠🇷🇺 https://t.co/sm7H4xAuYY
415,"@realDonaldTrump @SenatorCollins Your a small minded, petty and narcissistic fellow, whose conduct demeans the offi… https://t.co/3DH2RIvtfy"
416,"@realDonaldTrump When asked how you will do something or what’s your plan, why don’t you answer with a list? A list… https://t.co/E0nJAgnwTf"
417,@realDonaldTrump You wish. You're gonna crash and burn. Hard.
418,@realDonaldTrump Watch the Documentary: TOTALLY UNDER CONTROL  You will see how Trump failed America!  He ignored A… https://t.co/UPltE31ApF
419,"@realDonaldTrump Excuse me sir, It’s pronounced “Flawda”"
420,"RT @DonaldTrumpNyet: @realDonaldTrump COVID numbers are looking very strong. Big infections, great death rate. Massive SECOND WAVE coming!!!"
421,RT @rjDunfee: @realDonaldTrump #RacistInChief #TrumpIsRacist #TrumpIsARacist #RepublicanRacism #RacistRepublicans #Vote #VoteHimOut #VoteHi…
422,"@realDonaldTrump Joe Biden’s town hall-style forum on Thursday night had 15.1 million viewers, while President Trum… https://t.co/RVuJbofNhP"
423,@realDonaldTrump @NBCNews But you lost in the ratings!
424,@realDonaldTrump @KellyannePolls @RudyGiuliani https://t.co/NkU1wQI6wK
425,@realDonaldTrump Idiot
426,RT @HKrassenstein: @realDonaldTrump @GStephanopoulos Donald Trump is to adderall as Joe Biden is to the unconditional love someone gets fro…
427,@realDonaldTrump 🖕🖕🖕
428,RT @Cindy28420365: @realDonaldTrump Are you going to Moscow?? https://t.co/8sgvZFy69E
429,RT @MannyRVelez64: @realDonaldTrump So you think I'm a SUCKER for serving my country and a LOSER if I died at a battlefield. At least I'm n…
430,@realDonaldTrump It’s been four (4) years and I’m still waiting??????
431,@realDonaldTrump Watch the Documentary: TOTALLY UNDER CONTROL  You will see how Trump failed America!  He ignored A… https://t.co/AdEqyZCl1P
432,@realDonaldTrump Yes... #VoteHimOut 🙏🏽🌊🇺🇸🥁💙 https://t.co/rxscXF2wRD
433,@realDonaldTrump @TheBabylonBee Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar. Liar.… https://t.co/Cir7R1kMtr
434,@realDonaldTrump So lost the ratings war and you had   3 channels to try to catch up!!#VoteBlueToSaveAmerica
435,@realDonaldTrump https://t.co/T59z9kCyb1
436,@realDonaldTrump Who is the super predator? Creeper. #grabthembythepussy #stormydaniels @StormyDaniels @MELANIATRUMP
